Flight Count,Year,Month,Week,Day,Day of Week,Holiday
0,2020,11,45,5,Thu,
0,2020,11,45,6,Fri,
0,2020,11,45,7,Sat,
0,2020,11,45,8,Sun,
0,2020,11,46,9,Mon,
0,2020,11,46,10,Tue,
0,2020,11,46,11,Wed,Veterans Day
0,2020,11,46,12,Thu,
0,2020,11,46,13,Fri,
0,2020,11,46,14,Sat,
0,2020,11,46,15,Sun,
0,2020,11,47,16,Mon,
0,2020,11,47,17,Tue,
0,2020,11,47,18,Wed,
0,2020,11,47,19,Thu,
0,2020,11,47,20,Fri,
0,2020,11,47,21,Sat,
0,2020,11,47,22,Sun,
0,2020,11,48,23,Mon,
0,2020,11,48,24,Tue,
0,2020,11,48,25,Wed,
0,2020,11,48,26,Thu,Thanksgiving
0,2020,11,48,27,Fri,
0,2020,11,48,28,Sat,
0,2020,11,48,29,Sun,
0,2020,11,49,30,Mon,
0,2020,12,49,1,Tue,
0,2020,12,49,2,Wed,
0,2020,12,49,3,Thu,
0,2020,12,49,4,Fri,
0,2020,12,49,5,Sat,
0,2020,12,49,6,Sun,
0,2020,12,50,7,Mon,
0,2020,12,50,8,Tue,
0,2020,12,50,9,Wed,
0,2020,12,50,10,Thu,
0,2020,12,50,11,Fri,
0,2020,12,50,12,Sat,
0,2020,12,50,13,Sun,
0,2020,12,51,14,Mon,
0,2020,12,51,15,Tue,
0,2020,12,51,16,Wed,
0,2020,12,51,17,Thu,
0,2020,12,51,18,Fri,
0,2020,12,51,19,Sat,
0,2020,12,51,20,Sun,
0,2020,12,52,21,Mon,
0,2020,12,52,22,Tue,
0,2020,12,52,23,Wed,
0,2020,12,52,24,Thu,
0,2020,12,52,25,Fri,Christmas Day
0,2020,12,52,26,Sat,
0,2020,12,52,27,Sun,
0,2020,12,53,28,Mon,
0,2020,12,53,29,Tue,
0,2020,12,53,30,Wed,
0,2020,12,53,31,Thu,
1455,2021,1,53,1,Fri,New Year's Day
1738,2021,1,53,2,Sat,
1844,2021,1,53,3,Sun,
1789,2021,1,1,4,Mon,
1430,2021,1,1,5,Tue,
1356,2021,1,1,6,Wed,
1565,2021,1,1,7,Thu,
1601,2021,1,1,8,Fri,
1344,2021,1,1,9,Sat,
1602,2021,1,1,10,Sun,
1535,2021,1,2,11,Mon,
1306,2021,1,2,12,Tue,
1324,2021,1,2,13,Wed,
1568,2021,1,2,14,Thu,
1615,2021,1,2,15,Fri,
1332,2021,1,2,16,Sat,
1511,2021,1,2,17,Sun,
1546,2021,1,3,18,Mon,Martin Luther King Jr. Day
1318,2021,1,3,19,Tue,
1320,2021,1,3,20,Wed,
1575,2021,1,3,21,Thu,
1607,2021,1,3,22,Fri,
1341,2021,1,3,23,Sat,
1600,2021,1,3,24,Sun,
1541,2021,1,4,25,Mon,
1304,2021,1,4,26,Tue,
1319,2021,1,4,27,Wed,
1568,2021,1,4,28,Thu,
1603,2021,1,4,29,Fri,
1341,2021,1,4,30,Sat,
1614,2021,1,4,31,Sun,
1550,2021,2,5,1,Mon,
1322,2021,2,5,2,Tue,
1326,2021,2,5,3,Wed,
1580,2021,2,5,4,Thu,
1622,2021,2,5,5,Fri,
1352,2021,2,5,6,Sat,
1534,2021,2,5,7,Sun,
1556,2021,2,6,8,Mon,
1317,2021,2,6,9,Tue,
1339,2021,2,6,10,Wed,
1604,2021,2,6,11,Thu,
1662,2021,2,6,12,Fri,
1387,2021,2,6,13,Sat,
1518,2021,2,6,14,Sun,
1622,2021,2,7,15,Mon,Washington's Birthday
1369,2021,2,7,16,Tue,
1376,2021,2,7,17,Wed,
1630,2021,2,7,18,Thu,
1664,2021,2,7,19,Fri,
1406,2021,2,7,20,Sat,
1649,2021,2,7,21,Sun,
1612,2021,2,8,22,Mon,
1366,2021,2,8,23,Tue,
1375,2021,2,8,24,Wed,
1630,2021,2,8,25,Thu,
1665,2021,2,8,26,Fri,
1405,2021,2,8,27,Sat,
1652,2021,2,8,28,Sun,
1619,2021,3,9,1,Mon,
1420,2021,3,9,2,Tue,
1440,2021,3,9,3,Wed,
1850,2021,3,9,4,Thu,
1874,2021,3,9,5,Fri,
1659,2021,3,9,6,Sat,
1901,2021,3,9,7,Sun,
1894,2021,3,10,8,Mon,
1642,2021,3,10,9,Tue,
1690,2021,3,10,10,Wed,
1949,2021,3,10,11,Thu,
1963,2021,3,10,12,Fri,
1785,2021,3,10,13,Sat,
1959,2021,3,10,14,Sun,
1942,2021,3,11,15,Mon,
1734,2021,3,11,16,Tue,
1762,2021,3,11,17,Wed,
1961,2021,3,11,18,Thu,
1971,2021,3,11,19,Fri,
1802,2021,3,11,20,Sat,
1964,2021,3,11,21,Sun,
1943,2021,3,12,22,Mon,
1735,2021,3,12,23,Tue,
1768,2021,3,12,24,Wed,
1971,2021,3,12,25,Thu,
1977,2021,3,12,26,Fri,
1825,2021,3,12,27,Sat,
1980,2021,3,12,28,Sun,
1948,2021,3,13,29,Mon,
1743,2021,3,13,30,Tue,
1776,2021,3,13,31,Wed,
1977,2021,4,13,1,Thu,
2054,2021,4,13,2,Fri,
1872,2021,4,13,3,Sat,
2020,2021,4,13,4,Sun,
2039,2021,4,14,5,Mon,
1740,2021,4,14,6,Tue,
1742,2021,4,14,7,Wed,
2022,2021,4,14,8,Thu,
2043,2021,4,14,9,Fri,
1874,2021,4,14,10,Sat,
2035,2021,4,14,11,Sun,
2024,2021,4,15,12,Mon,
1687,2021,4,15,13,Tue,
1674,2021,4,15,14,Wed,
2031,2021,4,15,15,Thu,
2049,2021,4,15,16,Fri,
1831,2021,4,15,17,Sat,
2029,2021,4,15,18,Sun,
2014,2021,4,16,19,Mon,
1674,2021,4,16,20,Tue,
1678,2021,4,16,21,Wed,
2037,2021,4,16,22,Thu,
2046,2021,4,16,23,Fri,
1833,2021,4,16,24,Sat,
2029,2021,4,16,25,Sun,
2012,2021,4,17,26,Mon,
1670,2021,4,17,27,Tue,
1676,2021,4,17,28,Wed,
2027,2021,4,17,29,Thu,
1924,2021,4,17,30,Fri,
1824,2021,5,17,1,Sat,
2015,2021,5,17,2,Sun,
2002,2021,5,18,3,Mon,
1669,2021,5,18,4,Tue,
1768,2021,5,18,5,Wed,
2201,2021,5,18,6,Thu,
2211,2021,5,18,7,Fri,
2042,2021,5,18,8,Sat,
2234,2021,5,18,9,Sun,
2215,2021,5,19,10,Mon,
1990,2021,5,19,11,Tue,
2008,2021,5,19,12,Wed,
2246,2021,5,19,13,Thu,
2238,2021,5,19,14,Fri,
2056,2021,5,19,15,Sat,
2246,2021,5,19,16,Sun,
2234,2021,5,20,17,Mon,
2049,2021,5,20,18,Tue,
2072,2021,5,20,19,Wed,
2254,2021,5,20,20,Thu,
2264,2021,5,20,21,Fri,
2087,2021,5,20,22,Sat,
2273,2021,5,20,23,Sun,
2257,2021,5,21,24,Mon,
2058,2021,5,21,25,Tue,
2081,2021,5,21,26,Wed,
2267,2021,5,21,27,Thu,
2285,2021,5,21,28,Fri,
2060,2021,5,21,29,Sat,
2162,2021,5,21,30,Sun,
2268,2021,5,22,31,Mon,Memorial Day
2108,2021,6,22,1,Tue,
2104,2021,6,22,2,Wed,
2372,2021,6,22,3,Thu,
2462,2021,6,22,4,Fri,
2327,2021,6,22,5,Sat,
2526,2021,6,22,6,Sun,
2524,2021,6,23,7,Mon,
2396,2021,6,23,8,Tue,
2405,2021,6,23,9,Wed,
2551,2021,6,23,10,Thu,
2575,2021,6,23,11,Fri,
2352,2021,6,23,12,Sat,
2539,2021,6,23,13,Sun,
2542,2021,6,24,14,Mon,
2428,2021,6,24,15,Tue,
2435,2021,6,24,16,Wed,
2561,2021,6,24,17,Thu,
2590,2021,6,24,18,Fri,Juneteenth National Independence Day (observed)
2361,2021,6,24,19,Sat,Juneteenth National Independence Day
2555,2021,6,24,20,Sun,
2548,2021,6,25,21,Mon,
2435,2021,6,25,22,Tue,
2443,2021,6,25,23,Wed,
2564,2021,6,25,24,Thu,
2575,2021,6,25,25,Fri,
2345,2021,6,25,26,Sat,
2532,2021,6,25,27,Sun,
2520,2021,6,26,28,Mon,
2402,2021,6,26,29,Tue,
2423,2021,6,26,30,Wed,
2612,2021,7,26,1,Thu,
2613,2021,7,26,2,Fri,
2341,2021,7,26,3,Sat,
2250,2021,7,26,4,Sun,Independence Day
2538,2021,7,27,5,Mon,Independence Day (observed)
2505,2021,7,27,6,Tue,
2528,2021,7,27,7,Wed,
2620,2021,7,27,8,Thu,
2625,2021,7,27,9,Fri,
2404,2021,7,27,10,Sat,
2586,2021,7,27,11,Sun,
2608,2021,7,28,12,Mon,
2526,2021,7,28,13,Tue,
2531,2021,7,28,14,Wed,
2660,2021,7,28,15,Thu,
2669,2021,7,28,16,Fri,
2455,2021,7,28,17,Sat,
2638,2021,7,28,18,Sun,
2658,2021,7,29,19,Mon,
2571,2021,7,29,20,Tue,
2581,2021,7,29,21,Wed,
2674,2021,7,29,22,Thu,
2680,2021,7,29,23,Fri,
2457,2021,7,29,24,Sat,
2640,2021,7,29,25,Sun,
2660,2021,7,30,26,Mon,
2574,2021,7,30,27,Tue,
2582,2021,7,30,28,Wed,
2674,2021,7,30,29,Thu,
2681,2021,7,30,30,Fri,
2463,2021,7,30,31,Sat,
2652,2021,8,30,1,Sun,
2682,2021,8,31,2,Mon,
2582,2021,8,31,3,Tue,
2587,2021,8,31,4,Wed,
2706,2021,8,31,5,Thu,
2709,2021,8,31,6,Fri,
2459,2021,8,31,7,Sat,
2660,2021,8,31,8,Sun,
2698,2021,8,32,9,Mon,
2581,2021,8,32,10,Tue,
2589,2021,8,32,11,Wed,
2701,2021,8,32,12,Thu,
2704,2021,8,32,13,Fri,
2457,2021,8,32,14,Sat,
2660,2021,8,32,15,Sun,
2686,2021,8,33,16,Mon,
2426,2021,8,33,17,Tue,
2523,2021,8,33,18,Wed,
2701,2021,8,33,19,Thu,
2703,2021,8,33,20,Fri,
2384,2021,8,33,21,Sat,
2618,2021,8,33,22,Sun,
2611,2021,8,34,23,Mon,
2433,2021,8,34,24,Tue,
2532,2021,8,34,25,Wed,
2702,2021,8,34,26,Thu,
2702,2021,8,34,27,Fri,
2380,2021,8,34,28,Sat,
2605,2021,8,34,29,Sun,
2612,2021,8,35,30,Mon,
2430,2021,8,35,31,Tue,
2528,2021,9,35,1,Wed,
2697,2021,9,35,2,Thu,
2705,2021,9,35,3,Fri,
2264,2021,9,35,4,Sat,
2283,2021,9,35,5,Sun,
2486,2021,9,36,6,Mon,Labor Day
2383,2021,9,36,7,Tue,
2414,2021,9,36,8,Wed,
2622,2021,9,36,9,Thu,
2635,2021,9,36,10,Fri,
2278,2021,9,36,11,Sat,
2598,2021,9,36,12,Sun,
2636,2021,9,37,13,Mon,
2388,2021,9,37,14,Tue,
2459,2021,9,37,15,Wed,
2702,2021,9,37,16,Thu,
2720,2021,9,37,17,Fri,
2307,2021,9,37,18,Sat,
2674,2021,9,37,19,Sun,
2648,2021,9,38,20,Mon,
2386,2021,9,38,21,Tue,
2459,2021,9,38,22,Wed,
2710,2021,9,38,23,Thu,
2716,2021,9,38,24,Fri,
2306,2021,9,38,25,Sat,
2676,2021,9,38,26,Sun,
2647,2021,9,39,27,Mon,
2387,2021,9,39,28,Tue,
2456,2021,9,39,29,Wed,
2710,2021,9,39,30,Thu,
2702,2021,10,39,1,Fri,
2280,2021,10,39,2,Sat,
2646,2021,10,39,3,Sun,
2617,2021,10,40,4,Mon,
2426,2021,10,40,5,Tue,
2477,2021,10,40,6,Wed,
2774,2021,10,40,7,Thu,
2789,2021,10,40,8,Fri,
2454,2021,10,40,9,Sat,
2728,2021,10,40,10,Sun,
2730,2021,10,41,11,Mon,Columbus Day
2509,2021,10,41,12,Tue,
2584,2021,10,41,13,Wed,
2790,2021,10,41,14,Thu,
2789,2021,10,41,15,Fri,
2445,2021,10,41,16,Sat,
2725,2021,10,41,17,Sun,
2729,2021,10,42,18,Mon,
2503,2021,10,42,19,Tue,
2584,2021,10,42,20,Wed,
2794,2021,10,42,21,Thu,
2800,2021,10,42,22,Fri,
2449,2021,10,42,23,Sat,
2732,2021,10,42,24,Sun,
2736,2021,10,43,25,Mon,
2510,2021,10,43,26,Tue,
2585,2021,10,43,27,Wed,
2795,2021,10,43,28,Thu,
2779,2021,10,43,29,Fri,
2384,2021,10,43,30,Sat,
2485,2021,10,43,31,Sun,
2724,2021,11,44,1,Mon,
2503,2021,11,44,2,Tue,
2629,2021,11,44,3,Wed,
2824,2021,11,44,4,Thu,
2811,2021,11,44,5,Fri,
2422,2021,11,44,6,Sat,
2755,2021,11,44,7,Sun,
2837,2021,11,45,8,Mon,
2585,2021,11,45,9,Tue,
2672,2021,11,45,10,Wed,
2883,2021,11,45,11,Thu,Veterans Day
2856,2021,11,45,12,Fri,
2422,2021,11,45,13,Sat,
2765,2021,11,45,14,Sun,
2831,2021,11,46,15,Mon,
2597,2021,11,46,16,Tue,
2723,2021,11,46,17,Wed,
2879,2021,11,46,18,Thu,
2888,2021,11,46,19,Fri,
2502,2021,11,46,20,Sat,
2748,2021,11,46,21,Sun,
2696,2021,11,47,22,Mon,
2791,2021,11,47,23,Tue,
2914,2021,11,47,24,Wed,
1826,2021,11,47,25,Thu,Thanksgiving
2296,2021,11,47,26,Fri,
2779,2021,11,47,27,Sat,
2932,2021,11,47,28,Sun,
2917,2021,11,48,29,Mon,
2708,2021,11,48,30,Tue,
2654,2021,12,48,1,Wed,
2838,2021,12,48,2,Thu,
2825,2021,12,48,3,Fri,
2378,2021,12,48,4,Sat,
2716,2021,12,48,5,Sun,
2756,2021,12,49,6,Mon,
2527,2021,12,49,7,Tue,
2604,2021,12,49,8,Wed,
2798,2021,12,49,9,Thu,
2787,2021,12,49,10,Fri,
2352,2021,12,49,11,Sat,
2701,2021,12,49,12,Sun,
2755,2021,12,50,13,Mon,
2521,2021,12,50,14,Tue,
2567,2021,12,50,15,Wed,
2731,2021,12,50,16,Thu,
2752,2021,12,50,17,Fri,
2459,2021,12,50,18,Sat,
2587,2021,12,50,19,Sun,
2667,2021,12,51,20,Mon,
2698,2021,12,51,21,Tue,
2699,2021,12,51,22,Wed,
2698,2021,12,51,23,Thu,
2218,2021,12,51,24,Fri,Christmas Day (observed)
2178,2021,12,51,25,Sat,Christmas Day
2618,2021,12,51,26,Sun,
2670,2021,12,52,27,Mon,
2664,2021,12,52,28,Tue,
2660,2021,12,52,29,Wed,
2656,2021,12,52,30,Thu,
2227,2021,12,52,31,Fri,New Year's Day (observed)
2262,2022,1,52,1,Sat,New Year's Day
2651,2022,1,52,2,Sun,
2693,2022,1,1,3,Mon,
2552,2022,1,1,4,Tue,
2473,2022,1,1,5,Wed,
2662,2022,1,1,6,Thu,
2650,2022,1,1,7,Fri,
2226,2022,1,1,8,Sat,
2583,2022,1,1,9,Sun,
2628,2022,1,2,10,Mon,
2451,2022,1,2,11,Tue,
2468,2022,1,2,12,Wed,
2653,2022,1,2,13,Thu,
2677,2022,1,2,14,Fri,
2158,2022,1,2,15,Sat,
2391,2022,1,2,16,Sun,
2631,2022,1,3,17,Mon,Martin Luther King Jr. Day
2450,2022,1,3,18,Tue,
2455,2022,1,3,19,Wed,
2671,2022,1,3,20,Thu,
2668,2022,1,3,21,Fri,
2171,2022,1,3,22,Sat,
2585,2022,1,3,23,Sun,
2615,2022,1,4,24,Mon,
2413,2022,1,4,25,Tue,
2448,2022,1,4,26,Wed,
2685,2022,1,4,27,Thu,
2672,2022,1,4,28,Fri,
2170,2022,1,4,29,Sat,
2588,2022,1,4,30,Sun,
2618,2022,1,5,31,Mon,
2429,2022,2,5,1,Tue,
2469,2022,2,5,2,Wed,
2707,2022,2,5,3,Thu,
2693,2022,2,5,4,Fri,
2230,2022,2,5,5,Sat,
2611,2022,2,5,6,Sun,
2670,2022,2,6,7,Mon,
2474,2022,2,6,8,Tue,
2498,2022,2,6,9,Wed,
2721,2022,2,6,10,Thu,
2736,2022,2,6,11,Fri,
2278,2022,2,6,12,Sat,
2479,2022,2,6,13,Sun,
2709,2022,2,7,14,Mon,
2506,2022,2,7,15,Tue,
2550,2022,2,7,16,Wed,
2744,2022,2,7,17,Thu,
2741,2022,2,7,18,Fri,
2279,2022,2,7,19,Sat,
2476,2022,2,7,20,Sun,
2723,2022,2,8,21,Mon,Washington's Birthday
2569,2022,2,8,22,Tue,
2568,2022,2,8,23,Wed,
2749,2022,2,8,24,Thu,
2738,2022,2,8,25,Fri,
2314,2022,2,8,26,Sat,
2652,2022,2,8,27,Sun,
2706,2022,2,9,28,Mon,
2542,2022,3,9,1,Tue,
2565,2022,3,9,2,Wed,
2695,2022,3,9,3,Thu,
2715,2022,3,9,4,Fri,
2312,2022,3,9,5,Sat,
2627,2022,3,9,6,Sun,
2693,2022,3,10,7,Mon,
2526,2022,3,10,8,Tue,
2547,2022,3,10,9,Wed,
2723,2022,3,10,10,Thu,
2751,2022,3,10,11,Fri,
2429,2022,3,10,12,Sat,
2672,2022,3,10,13,Sun,
2727,2022,3,11,14,Mon,
2570,2022,3,11,15,Tue,
2582,2022,3,11,16,Wed,
2734,2022,3,11,17,Thu,
2762,2022,3,11,18,Fri,
2443,2022,3,11,19,Sat,
2686,2022,3,11,20,Sun,
2727,2022,3,12,21,Mon,
2570,2022,3,12,22,Tue,
2584,2022,3,12,23,Wed,
2740,2022,3,12,24,Thu,
2767,2022,3,12,25,Fri,
2435,2022,3,12,26,Sat,
2701,2022,3,12,27,Sun,
2734,2022,3,13,28,Mon,
2570,2022,3,13,29,Tue,
2578,2022,3,13,30,Wed,
2741,2022,3,13,31,Thu,
2763,2022,4,13,1,Fri,
2450,2022,4,13,2,Sat,
2720,2022,4,13,3,Sun,
2723,2022,4,14,4,Mon,
2571,2022,4,14,5,Tue,
2597,2022,4,14,6,Wed,
2735,2022,4,14,7,Thu,
2739,2022,4,14,8,Fri,
2388,2022,4,14,9,Sat,
2673,2022,4,14,10,Sun,
2722,2022,4,15,11,Mon,
2582,2022,4,15,12,Tue,
2597,2022,4,15,13,Wed,
2739,2022,4,15,14,Thu,
2734,2022,4,15,15,Fri,
2364,2022,4,15,16,Sat,
2652,2022,4,15,17,Sun,
2722,2022,4,16,18,Mon,
2583,2022,4,16,19,Tue,
2596,2022,4,16,20,Wed,
2733,2022,4,16,21,Thu,
2736,2022,4,16,22,Fri,
2384,2022,4,16,23,Sat,
2668,2022,4,16,24,Sun,
2716,2022,4,17,25,Mon,
2587,2022,4,17,26,Tue,
2603,2022,4,17,27,Wed,
2744,2022,4,17,28,Thu,
2748,2022,4,17,29,Fri,
2417,2022,4,17,30,Sat,
2694,2022,5,17,1,Sun,
2753,2022,5,18,2,Mon,
2625,2022,5,18,3,Tue,
2636,2022,5,18,4,Wed,
2808,2022,5,18,5,Thu,
2851,2022,5,18,6,Fri,
2506,2022,5,18,7,Sat,
2796,2022,5,18,8,Sun,
2847,2022,5,19,9,Mon,
2731,2022,5,19,10,Tue,
2731,2022,5,19,11,Wed,
2857,2022,5,19,12,Thu,
2857,2022,5,19,13,Fri,
2519,2022,5,19,14,Sat,
2813,2022,5,19,15,Sun,
2855,2022,5,20,16,Mon,
2733,2022,5,20,17,Tue,
2738,2022,5,20,18,Wed,
2858,2022,5,20,19,Thu,
2854,2022,5,20,20,Fri,
2519,2022,5,20,21,Sat,
2814,2022,5,20,22,Sun,
2853,2022,5,21,23,Mon,
2734,2022,5,21,24,Tue,
2728,2022,5,21,25,Wed,
2871,2022,5,21,26,Thu,
2869,2022,5,21,27,Fri,
2513,2022,5,21,28,Sat,
2701,2022,5,21,29,Sun,
2832,2022,5,22,30,Mon,Memorial Day
2730,2022,5,22,31,Tue,
2725,2022,6,22,1,Wed,
2833,2022,6,22,2,Thu,
2877,2022,6,22,3,Fri,
2533,2022,6,22,4,Sat,
2850,2022,6,22,5,Sun,
2902,2022,6,23,6,Mon,
2837,2022,6,23,7,Tue,
2846,2022,6,23,8,Wed,
2895,2022,6,23,9,Thu,
2906,2022,6,23,10,Fri,
2598,2022,6,23,11,Sat,
2864,2022,6,23,12,Sun,
2903,2022,6,24,13,Mon,
2848,2022,6,24,14,Tue,
2857,2022,6,24,15,Wed,
2912,2022,6,24,16,Thu,
2912,2022,6,24,17,Fri,
2605,2022,6,24,18,Sat,
2867,2022,6,24,19,Sun,Juneteenth National Independence Day
2909,2022,6,25,20,Mon,Juneteenth National Independence Day (observed)
2856,2022,6,25,21,Tue,
2864,2022,6,25,22,Wed,
2913,2022,6,25,23,Thu,
2929,2022,6,25,24,Fri,
2622,2022,6,25,25,Sat,
2889,2022,6,25,26,Sun,
2906,2022,6,26,27,Mon,
2848,2022,6,26,28,Tue,
2855,2022,6,26,29,Wed,
2911,2022,6,26,30,Thu,
2937,2022,7,26,1,Fri,
2613,2022,7,26,2,Sat,
2636,2022,7,26,3,Sun,
2749,2022,7,27,4,Mon,Independence Day
2817,2022,7,27,5,Tue,
2755,2022,7,27,6,Wed,
2811,2022,7,27,7,Thu,
2818,2022,7,27,8,Fri,
2610,2022,7,27,9,Sat,
2864,2022,7,27,10,Sun,
2933,2022,7,28,11,Mon,
2843,2022,7,28,12,Tue,
2851,2022,7,28,13,Wed,
2933,2022,7,28,14,Thu,
2938,2022,7,28,15,Fri,
2603,2022,7,28,16,Sat,
2858,2022,7,28,17,Sun,
2928,2022,7,29,18,Mon,
2841,2022,7,29,19,Tue,
2849,2022,7,29,20,Wed,
2928,2022,7,29,21,Thu,
2924,2022,7,29,22,Fri,
2601,2022,7,29,23,Sat,
2850,2022,7,29,24,Sun,
2924,2022,7,30,25,Mon,
2836,2022,7,30,26,Tue,
2839,2022,7,30,27,Wed,
2924,2022,7,30,28,Thu,
2926,2022,7,30,29,Fri,
2607,2022,7,30,30,Sat,
2860,2022,7,30,31,Sun,
2911,2022,8,31,1,Mon,
2805,2022,8,31,2,Tue,
2813,2022,8,31,3,Wed,
2927,2022,8,31,4,Thu,
2930,2022,8,31,5,Fri,
2610,2022,8,31,6,Sat,
2862,2022,8,31,7,Sun,
2927,2022,8,32,8,Mon,
2869,2022,8,32,9,Tue,
2871,2022,8,32,10,Wed,
2914,2022,8,32,11,Thu,
2920,2022,8,32,12,Fri,
2599,2022,8,32,13,Sat,
2844,2022,8,32,14,Sun,
2867,2022,8,33,15,Mon,
2832,2022,8,33,16,Tue,
2850,2022,8,33,17,Wed,
2892,2022,8,33,18,Thu,
2898,2022,8,33,19,Fri,
2641,2022,8,33,20,Sat,
2848,2022,8,33,21,Sun,
2873,2022,8,34,22,Mon,
2832,2022,8,34,23,Tue,
2848,2022,8,34,24,Wed,
2892,2022,8,34,25,Thu,
2897,2022,8,34,26,Fri,
2631,2022,8,34,27,Sat,
2847,2022,8,34,28,Sun,
2882,2022,8,35,29,Mon,
2833,2022,8,35,30,Tue,
2840,2022,8,35,31,Wed,
2882,2022,9,35,1,Thu,
2881,2022,9,35,2,Fri,
2449,2022,9,35,3,Sat,
2536,2022,9,35,4,Sun,
2861,2022,9,36,5,Mon,Labor Day
2765,2022,9,36,6,Tue,
2675,2022,9,36,7,Wed,
2818,2022,9,36,8,Thu,
2837,2022,9,36,9,Fri,
2573,2022,9,36,10,Sat,
2878,2022,9,36,11,Sun,
2935,2022,9,37,12,Mon,
2753,2022,9,37,13,Tue,
2753,2022,9,37,14,Wed,
2946,2022,9,37,15,Thu,
2882,2022,9,37,16,Fri,
2522,2022,9,37,17,Sat,
