Date,Airline,Flight Count,Year
2024-02-04,Southwest,1594,2024
2024-02-11,Southwest,1594,2024
2024-02-18,Southwest,1585,2024
2024-02-25,Southwest,1582,2024
2024-03-03,Southwest,1582,2024
2024-03-10,Southwest,1691,2024
2024-03-17,Southwest,1822,2024
2024-03-24,Southwest,1822,2024
2024-03-31,Southwest,1820,2024
2024-04-07,Southwest,1805,2024
2024-04-14,Southwest,1784,2024
2024-04-21,Southwest,1779,2024
2024-04-28,Southwest,1779,2024
2024-05-05,Southwest,1763,2024
2024-05-12,Southwest,1748,2024
2024-05-19,Southwest,1749,2024
2024-05-26,Southwest,1707,2024
2024-06-02,Southwest,1722,2024
2024-06-09,Southwest,1626,2024
2024-06-16,Southwest,1599,2024
2024-06-23,Southwest,1596,2024
2024-06-30,Southwest,1599,2024
2024-07-07,Southwest,1497,2024
2024-07-14,Southwest,1600,2024
2024-07-21,Southwest,1604,2024
2024-07-28,Southwest,1603,2024
2024-08-04,Southwest,672,2024
2017-01-01,Spirit,107,2017
2017-01-08,Spirit,754,2017
2017-01-15,Spirit,754,2017
2017-01-22,Spirit,753,2017
2017-01-29,Spirit,754,2017
2017-02-05,Spirit,754,2017
2017-02-12,Spirit,757,2017
2017-02-19,Spirit,763,2017
2017-02-26,Spirit,761,2017
2017-03-05,Spirit,763,2017
2017-03-12,Spirit,768,2017
2017-03-19,Spirit,774,2017
2017-03-26,Spirit,774,2017
2017-04-02,Spirit,774,2017
2017-04-09,Spirit,774,2017
2017-04-16,Spirit,774,2017
2017-04-23,Spirit,774,2017
2017-04-30,Spirit,842,2017
2017-05-07,Spirit,901,2017
2017-05-14,Spirit,901,2017
2017-05-21,Spirit,901,2017
2017-05-28,Spirit,909,2017
2017-06-04,Spirit,915,2017
2017-06-11,Spirit,907,2017
2017-06-18,Spirit,906,2017
2017-06-25,Spirit,903,2017
2017-07-02,Spirit,903,2017
2017-07-09,Spirit,903,2017
2017-07-16,Spirit,906,2017
2017-07-23,Spirit,910,2017
2017-07-30,Spirit,910,2017
2017-08-06,Spirit,910,2017
2017-08-13,Spirit,910,2017
2017-08-20,Spirit,910,2017
2017-08-27,Spirit,910,2017
2017-09-03,Spirit,910,2017
2017-09-10,Spirit,896,2017
2017-09-17,Spirit,847,2017
2017-09-24,Spirit,847,2017
2017-10-01,Spirit,845,2017
2017-10-08,Spirit,846,2017
2017-10-15,Spirit,848,2017
2017-10-22,Spirit,847,2017
2017-10-29,Spirit,847,2017
2017-11-05,Spirit,847,2017
2017-11-12,Spirit,782,2017
2017-11-19,Spirit,786,2017
2017-11-26,Spirit,786,2017
2017-12-03,Spirit,739,2017
2017-12-10,Spirit,738,2017
2017-12-17,Spirit,741,2017
2017-12-24,Spirit,747,2017
2017-12-31,Spirit,785,2017
2018-01-07,Spirit,786,2018
2018-01-14,Spirit,786,2018
2018-01-21,Spirit,779,2018
2018-01-28,Spirit,779,2018
2018-02-04,Spirit,779,2018
2018-02-11,Spirit,778,2018
2018-02-18,Spirit,782,2018
2018-02-25,Spirit,783,2018
2018-03-04,Spirit,782,2018
2018-03-11,Spirit,786,2018
2018-03-18,Spirit,791,2018
2018-03-25,Spirit,797,2018
2018-04-01,Spirit,796,2018
2018-04-08,Spirit,799,2018
2018-04-15,Spirit,871,2018
2018-04-22,Spirit,873,2018
2018-04-29,Spirit,873,2018
2018-05-06,Spirit,878,2018
2018-05-13,Spirit,879,2018
2018-05-20,Spirit,879,2018
2018-05-27,Spirit,897,2018
2018-06-03,Spirit,975,2018
2018-06-10,Spirit,980,2018
2018-06-17,Spirit,980,2018
2018-06-24,Spirit,987,2018
2018-07-01,Spirit,987,2018
2018-07-08,Spirit,987,2018
2018-07-15,Spirit,986,2018
2018-07-22,Spirit,987,2018
2018-07-29,Spirit,987,2018
2018-08-05,Spirit,987,2018
2018-08-12,Spirit,985,2018
2018-08-19,Spirit,987,2018
2018-08-26,Spirit,985,2018
2018-09-02,Spirit,984,2018
2018-09-09,Spirit,920,2018
2018-09-16,Spirit,791,2018
2018-09-23,Spirit,791,2018
2018-09-30,Spirit,791,2018
2018-10-07,Spirit,803,2018
2018-10-14,Spirit,803,2018
2018-10-21,Spirit,803,2018
2018-10-28,Spirit,802,2018
2018-11-04,Spirit,803,2018
2018-11-11,Spirit,752,2018
2018-11-18,Spirit,810,2018
2018-11-25,Spirit,834,2018
2018-12-02,Spirit,746,2018
2018-12-09,Spirit,735,2018
2018-12-16,Spirit,744,2018
2018-12-23,Spirit,808,2018
2018-12-30,Spirit,862,2018
2019-01-06,Spirit,862,2019
2019-01-13,Spirit,809,2019
2019-01-20,Spirit,761,2019
2019-01-27,Spirit,764,2019
2019-02-03,Spirit,763,2019
2019-02-10,Spirit,765,2019
2019-02-17,Spirit,762,2019
2019-02-24,Spirit,814,2019
2019-03-03,Spirit,703,2019
2019-03-10,Spirit,821,2019
2019-03-17,Spirit,827,2019
2019-03-24,Spirit,837,2019
2019-03-31,Spirit,839,2019
2019-04-07,Spirit,839,2019
2019-04-14,Spirit,841,2019
2019-04-21,Spirit,846,2019
2019-04-28,Spirit,852,2019
2019-05-05,Spirit,930,2019
2019-05-12,Spirit,1008,2019
2019-05-19,Spirit,1008,2019
2019-05-26,Spirit,1024,2019
2019-06-02,Spirit,1034,2019
2019-06-09,Spirit,1028,2019
2019-06-16,Spirit,1029,2019
2019-06-23,Spirit,1042,2019
2019-06-30,Spirit,1047,2019
2019-07-07,Spirit,1048,2019
2019-07-14,Spirit,1048,2019
2019-07-21,Spirit,1048,2019
2019-07-28,Spirit,1048,2019
2019-08-04,Spirit,1048,2019
2019-08-11,Spirit,1048,2019
2019-08-18,Spirit,1048,2019
2019-08-25,Spirit,1048,2019
2019-09-01,Spirit,1050,2019
2019-09-08,Spirit,1000,2019
2019-09-15,Spirit,907,2019
2019-09-22,Spirit,907,2019
2019-09-29,Spirit,907,2019
2019-10-06,Spirit,906,2019
2019-10-13,Spirit,905,2019
2019-10-20,Spirit,905,2019
2019-10-27,Spirit,905,2019
2019-11-03,Spirit,903,2019
2019-11-10,Spirit,895,2019
2019-11-17,Spirit,851,2019
2019-11-24,Spirit,890,2019
2019-12-01,Spirit,890,2019
2019-12-08,Spirit,787,2019
2019-12-15,Spirit,783,2019
2019-12-22,Spirit,805,2019
2019-12-29,Spirit,878,2019
2020-01-05,Spirit,252,2020
2020-01-12,Spirit,0,2020
2020-01-19,Spirit,0,2020
2020-01-26,Spirit,0,2020
2020-02-02,Spirit,0,2020
2020-02-09,Spirit,0,2020
2020-02-16,Spirit,0,2020
2020-02-23,Spirit,0,2020
2020-03-01,Spirit,0,2020
2020-03-08,Spirit,0,2020
2020-03-15,Spirit,0,2020
2020-03-22,Spirit,0,2020
2020-03-29,Spirit,0,2020
2020-04-05,Spirit,0,2020
2020-04-12,Spirit,0,2020
2020-04-19,Spirit,0,2020
2020-04-26,Spirit,0,2020
2020-05-03,Spirit,0,2020
2020-05-10,Spirit,0,2020
2020-05-17,Spirit,0,2020
2020-05-24,Spirit,0,2020
2020-05-31,Spirit,0,2020
2020-06-07,Spirit,0,2020
2020-06-14,Spirit,0,2020
2020-06-21,Spirit,0,2020
2020-06-28,Spirit,0,2020
2020-07-05,Spirit,0,2020
2020-07-12,Spirit,0,2020
2020-07-19,Spirit,0,2020
2020-07-26,Spirit,0,2020
2020-08-02,Spirit,0,2020
2020-08-09,Spirit,0,2020
2020-08-16,Spirit,0,2020
2020-08-23,Spirit,0,2020
2020-08-30,Spirit,0,2020
2020-09-06,Spirit,0,2020
2020-09-13,Spirit,0,2020
2020-09-20,Spirit,0,2020
2020-09-27,Spirit,0,2020
2020-10-04,Spirit,0,2020
2020-10-11,Spirit,0,2020
2020-10-18,Spirit,0,2020
2020-10-25,Spirit,0,2020
2020-11-01,Spirit,0,2020
2020-11-08,Spirit,0,2020
2020-11-15,Spirit,0,2020
2020-11-22,Spirit,0,2020
2020-11-29,Spirit,0,2020
2020-12-06,Spirit,0,2020
2020-12-13,Spirit,0,2020
2020-12-20,Spirit,0,2020
2020-12-27,Spirit,0,2020
2021-01-03,Spirit,370,2021
2021-01-10,Spirit,645,2021
2021-01-17,Spirit,539,2021
2021-01-24,Spirit,542,2021
2021-01-31,Spirit,545,2021
2021-02-07,Spirit,547,2021
2021-02-14,Spirit,584,2021
2021-02-21,Spirit,623,2021
2021-02-28,Spirit,621,2021
2021-03-07,Spirit,636,2021
2021-03-14,Spirit,739,2021
2021-03-21,Spirit,789,2021
2021-03-28,Spirit,788,2021
2021-04-04,Spirit,791,2021
2021-04-11,Spirit,796,2021
2021-04-18,Spirit,725,2021
2021-04-25,Spirit,712,2021
2021-05-02,Spirit,601,2021
2021-05-09,Spirit,795,2021
2021-05-16,Spirit,856,2021
2021-05-23,Spirit,857,2021
2021-05-30,Spirit,862,2021
2021-06-06,Spirit,874,2021
2021-06-13,Spirit,797,2021
2021-06-20,Spirit,818,2021
2021-06-27,Spirit,826,2021
2021-07-04,Spirit,837,2021
2021-07-11,Spirit,945,2021
2021-07-18,Spirit,979,2021
2021-07-25,Spirit,989,2021
2021-08-01,Spirit,999,2021
2021-08-08,Spirit,1002,2021
2021-08-15,Spirit,1001,2021
2021-08-22,Spirit,982,2021
2021-08-29,Spirit,974,2021
2021-09-05,Spirit,969,2021
2021-09-12,Spirit,934,2021
2021-09-19,Spirit,912,2021
2021-09-26,Spirit,912,2021
2021-10-03,Spirit,920,2021
2021-10-10,Spirit,905,2021
2021-10-17,Spirit,891,2021
2021-10-24,Spirit,892,2021
2021-10-31,Spirit,893,2021
2021-11-07,Spirit,901,2021
2021-11-14,Spirit,901,2021
2021-11-21,Spirit,1031,2021
2021-11-28,Spirit,1103,2021
2021-12-05,Spirit,989,2021
2021-12-12,Spirit,921,2021
2021-12-19,Spirit,971,2021
2021-12-26,Spirit,1050,2021
2022-01-02,Spirit,1104,2022
2022-01-09,Spirit,990,2022
2022-01-16,Spirit,930,2022
2022-01-23,Spirit,924,2022
2022-01-30,Spirit,926,2022
2022-02-06,Spirit,937,2022
2022-02-13,Spirit,944,2022
2022-02-20,Spirit,1001,2022
2022-02-27,Spirit,1036,2022
2022-03-06,Spirit,1014,2022
2022-03-13,Spirit,1027,2022
2022-03-20,Spirit,1065,2022
2022-03-27,Spirit,1075,2022
2022-04-03,Spirit,1077,2022
2022-04-10,Spirit,1070,2022
2022-04-17,Spirit,1069,2022
2022-04-24,Spirit,1037,2022
2022-05-01,Spirit,1041,2022
2022-05-08,Spirit,1105,2022
2022-05-15,Spirit,1154,2022
2022-05-22,Spirit,1149,2022
2022-05-29,Spirit,1141,2022
2022-06-05,Spirit,1099,2022
2022-06-12,Spirit,1220,2022
2022-06-19,Spirit,1220,2022
2022-06-26,Spirit,1230,2022
2022-07-03,Spirit,1233,2022
2022-07-10,Spirit,1233,2022
2022-07-17,Spirit,1234,2022
2022-07-24,Spirit,1234,2022
2022-07-31,Spirit,1234,2022
2022-08-07,Spirit,1237,2022
2022-08-14,Spirit,1241,2022
2022-08-21,Spirit,1246,2022
2022-08-28,Spirit,1246,2022
2022-09-04,Spirit,1246,2022
2022-09-11,Spirit,1309,2022
2022-09-18,Spirit,1339,2022
2022-09-25,Spirit,1341,2022
2022-10-02,Spirit,1341,2022
2022-10-09,Spirit,1325,2022
2022-10-16,Spirit,1326,2022
2022-10-23,Spirit,1328,2022
2022-10-30,Spirit,1328,2022
2022-11-06,Spirit,1305,2022
2022-11-13,Spirit,1340,2022
2022-11-20,Spirit,1346,2022
2022-11-27,Spirit,1327,2022
2022-12-04,Spirit,1346,2022
2022-12-11,Spirit,1306,2022
2022-12-18,Spirit,1301,2022
2022-12-25,Spirit,1300,2022
2023-01-01,Spirit,1303,2023
2023-01-08,Spirit,1336,2023
2023-01-15,Spirit,1351,2023
2023-01-22,Spirit,1344,2023
2023-01-29,Spirit,1341,2023
2023-02-05,Spirit,1345,2023
2023-02-12,Spirit,1310,2023
2023-02-19,Spirit,1308,2023
2023-02-26,Spirit,1308,2023
2023-03-05,Spirit,1306,2023
2023-03-12,Spirit,1297,2023
2023-03-19,Spirit,1314,2023
2023-03-26,Spirit,1322,2023
2023-04-02,Spirit,1326,2023
2023-04-09,Spirit,1341,2023
2023-04-16,Spirit,1353,2023
2023-04-23,Spirit,1355,2023
2023-04-30,Spirit,1355,2023
2023-05-07,Spirit,1366,2023
2023-05-14,Spirit,1399,2023
2023-05-21,Spirit,1400,2023
2023-05-28,Spirit,1400,2023
2023-06-04,Spirit,1396,2023
2023-06-11,Spirit,1371,2023
2023-06-18,Spirit,1362,2023
2023-06-25,Spirit,1367,2023
2023-07-02,Spirit,1365,2023
2023-07-09,Spirit,1290,2023
2023-07-16,Spirit,1331,2023
2023-07-23,Spirit,1331,2023
2023-07-30,Spirit,1328,2023
2023-08-06,Spirit,1331,2023
2023-08-13,Spirit,1343,2023
2023-08-20,Spirit,1353,2023
2023-08-27,Spirit,1353,2023
2023-09-03,Spirit,1355,2023
2023-09-10,Spirit,1312,2023
2023-09-17,Spirit,1301,2023
2023-09-24,Spirit,1308,2023
2023-10-01,Spirit,1310,2023
2023-10-08,Spirit,1308,2023
2023-10-15,Spirit,1393,2023
2023-10-22,Spirit,1400,2023
2023-10-29,Spirit,1395,2023
2023-11-05,Spirit,1336,2023
2023-11-12,Spirit,1386,2023
2023-11-19,Spirit,1409,2023
2023-11-26,Spirit,1364,2023
2023-12-03,Spirit,1421,2023
2023-12-10,Spirit,1308,2023
2023-12-17,Spirit,1317,2023
2023-12-24,Spirit,1310,2023
2023-12-31,Spirit,1260,2023
2024-01-07,Spirit,1321,2024
2024-01-14,Spirit,1207,2024
2024-01-21,Spirit,1121,2024
2024-01-28,Spirit,1122,2024
2024-02-04,Spirit,1122,2024
2024-02-11,Spirit,1127,2024
2024-02-18,Spirit,1143,2024
2024-02-25,Spirit,1174,2024
2024-03-03,Spirit,1174,2024
2024-03-10,Spirit,1183,2024
2024-03-17,Spirit,1209,2024
2024-03-24,Spirit,1210,2024
2024-03-31,Spirit,1229,2024
2024-04-07,Spirit,1209,2024
2024-04-14,Spirit,1201,2024
2024-04-21,Spirit,1205,2024
2024-04-28,Spirit,1204,2024
2024-05-05,Spirit,1203,2024
2024-05-12,Spirit,1249,2024
2024-05-19,Spirit,1272,2024
2024-05-26,Spirit,1283,2024
2024-06-02,Spirit,1284,2024
2024-06-09,Spirit,1278,2024
2024-06-16,Spirit,1288,2024
2024-06-23,Spirit,1288,2024
2024-06-30,Spirit,1287,2024
2024-07-07,Spirit,1259,2024
2024-07-14,Spirit,1372,2024
2024-07-21,Spirit,1409,2024
2024-07-28,Spirit,1404,2024
2024-08-04,Spirit,590,2024
2017-01-01,United,471,2017
2017-01-08,United,3341,2017
2017-01-15,United,3179,2017
2017-01-22,United,3227,2017
2017-01-29,United,3233,2017
2017-02-05,United,3211,2017
2017-02-12,United,3276,2017
2017-02-19,United,3337,2017
2017-02-26,United,3484,2017
2017-03-05,United,3495,2017
2017-03-12,United,3613,2017
2017-03-19,United,3670,2017
2017-03-26,United,3668,2017
2017-04-02,United,3666,2017
2017-04-09,United,3671,2017
2017-04-16,United,3668,2017
2017-04-23,United,3677,2017
2017-04-30,United,3786,2017
2017-05-07,United,3817,2017
2017-05-14,United,3893,2017
2017-05-21,United,3888,2017
2017-05-28,United,3761,2017
2017-06-04,United,3832,2017
2017-06-11,United,4093,2017
2017-06-18,United,4257,2017
2017-06-25,United,4266,2017
2017-07-02,United,4184,2017
2017-07-09,United,3977,2017
2017-07-16,United,4256,2017
2017-07-23,United,4257,2017
2017-07-30,United,4267,2017
2017-08-06,United,4244,2017
2017-08-13,United,4240,2017
2017-08-20,United,4267,2017
2017-08-27,United,4275,2017
2017-09-03,United,4028,2017
2017-09-10,United,3932,2017
2017-09-17,United,4076,2017
2017-09-24,United,4079,2017
2017-10-01,United,4091,2017
2017-10-08,United,4051,2017
2017-10-15,United,4003,2017
2017-10-22,United,4007,2017
2017-10-29,United,3996,2017
2017-11-05,United,3854,2017
2017-11-12,United,3931,2017
2017-11-19,United,3907,2017
2017-11-26,United,3515,2017
2017-12-03,United,3877,2017
2017-12-10,United,3825,2017
2017-12-17,United,3824,2017
2017-12-24,United,3756,2017
2017-12-31,United,3613,2017
2018-01-07,United,3755,2018
2018-01-14,United,3249,2018
2018-01-21,United,3256,2018
2018-01-28,United,3265,2018
2018-02-04,United,3294,2018
2018-02-11,United,3297,2018
2018-02-18,United,3471,2018
2018-02-25,United,3664,2018
2018-03-04,United,3664,2018
2018-03-11,United,3695,2018
2018-03-18,United,3787,2018
2018-03-25,United,3785,2018
2018-04-01,United,3771,2018
2018-04-08,United,3772,2018
2018-04-15,United,4034,2018
2018-04-22,United,4037,2018
2018-04-29,United,4123,2018
2018-05-06,United,4138,2018
2018-05-13,United,4120,2018
2018-05-20,United,4122,2018
2018-05-27,United,4038,2018
2018-06-03,United,4085,2018
2018-06-10,United,4308,2018
2018-06-17,United,4524,2018
2018-06-24,United,4526,2018
2018-07-01,United,4521,2018
2018-07-08,United,4178,2018
2018-07-15,United,4498,2018
2018-07-22,United,4495,2018
2018-07-29,United,4489,2018
2018-08-05,United,4462,2018
2018-08-12,United,4450,2018
2018-08-19,United,4446,2018
2018-08-26,United,4409,2018
2018-09-02,United,4221,2018
2018-09-09,United,4282,2018
2018-09-16,United,4291,2018
2018-09-23,United,4299,2018
2018-09-30,United,4284,2018
2018-10-07,United,4283,2018
2018-10-14,United,4344,2018
2018-10-21,United,4332,2018
2018-10-28,United,4282,2018
2018-11-04,United,3995,2018
2018-11-11,United,4211,2018
2018-11-18,United,4214,2018
2018-11-25,United,4115,2018
2018-12-02,United,4132,2018
2018-12-09,United,4021,2018
2018-12-16,United,4030,2018
2018-12-23,United,4055,2018
2018-12-30,United,3801,2018
2019-01-06,United,3843,2019
2019-01-13,United,3311,2019
2019-01-20,United,3254,2019
2019-01-27,United,3278,2019
2019-02-03,United,3326,2019
2019-02-10,United,3316,2019
2019-02-17,United,3577,2019
2019-02-24,United,3811,2019
2019-03-03,United,3802,2019
2019-03-10,United,3900,2019
2019-03-17,United,4153,2019
2019-03-24,United,4154,2019
2019-03-31,United,4177,2019
2019-04-07,United,4146,2019
2019-04-14,United,4129,2019
2019-04-21,United,4113,2019
2019-04-28,United,4123,2019
2019-05-05,United,4127,2019
2019-05-12,United,4150,2019
2019-05-19,United,4149,2019
2019-05-26,United,4066,2019
2019-06-02,United,4143,2019
2019-06-09,United,4243,2019
2019-06-16,United,4306,2019
2019-06-23,United,4301,2019
2019-06-30,United,4292,2019
2019-07-07,United,4081,2019
2019-07-14,United,4319,2019
2019-07-21,United,4307,2019
2019-07-28,United,4314,2019
2019-08-04,United,4280,2019
2019-08-11,United,4223,2019
2019-08-18,United,4219,2019
2019-08-25,United,4282,2019
2019-09-01,United,4129,2019
2019-09-08,United,4215,2019
2019-09-15,United,4234,2019
2019-09-22,United,4249,2019
2019-09-29,United,4238,2019
2019-10-06,United,4317,2019
2019-10-13,United,4348,2019
2019-10-20,United,4366,2019
2019-10-27,United,4328,2019
2019-11-03,United,3995,2019
2019-11-10,United,4083,2019
2019-11-17,United,4074,2019
2019-11-24,United,4098,2019
2019-12-01,United,3976,2019
2019-12-08,United,3993,2019
2019-12-15,United,3893,2019
2019-12-22,United,3942,2019
2019-12-29,United,3754,2019
2020-01-05,United,1068,2020
2020-01-12,United,0,2020
2020-01-19,United,0,2020
2020-01-26,United,0,2020
2020-02-02,United,0,2020
2020-02-09,United,0,2020
2020-02-16,United,0,2020
2020-02-23,United,0,2020
2020-03-01,United,0,2020
2020-03-08,United,0,2020
2020-03-15,United,0,2020
2020-03-22,United,0,2020
2020-03-29,United,0,2020
2020-04-05,United,0,2020
2020-04-12,United,0,2020
2020-04-19,United,0,2020
2020-04-26,United,0,2020
2020-05-03,United,0,2020
2020-05-10,United,0,2020
2020-05-17,United,0,2020
2020-05-24,United,0,2020
2020-05-31,United,0,2020
2020-06-07,United,0,2020
2020-06-14,United,0,2020
2020-06-21,United,0,2020
2020-06-28,United,0,2020
2020-07-05,United,0,2020
2020-07-12,United,0,2020
2020-07-19,United,0,2020
2020-07-26,United,0,2020
2020-08-02,United,0,2020
2020-08-09,United,0,2020
2020-08-16,United,0,2020
2020-08-23,United,0,2020
2020-08-30,United,0,2020
2020-09-06,United,0,2020
2020-09-13,United,0,2020
2020-09-20,United,0,2020
2020-09-27,United,0,2020
2020-10-04,United,0,2020
2020-10-11,United,0,2020
2020-10-18,United,0,2020
2020-10-25,United,0,2020
2020-11-01,United,0,2020
2020-11-08,United,0,2020
2020-11-15,United,0,2020
2020-11-22,United,0,2020
2020-11-29,United,0,2020
2020-12-06,United,0,2020
2020-12-13,United,0,2020
2020-12-20,United,0,2020
2020-12-27,United,0,2020
2021-01-03,United,818,2021
2021-01-10,United,1678,2021
2021-01-17,United,1592,2021
2021-01-24,United,1594,2021
2021-01-31,United,1584,2021
2021-02-07,United,1584,2021
2021-02-14,United,1628,2021
2021-02-21,United,1638,2021
2021-02-28,United,1637,2021
2021-03-07,United,1792,2021
2021-03-14,United,1896,2021
2021-03-21,United,1916,2021
2021-03-28,United,1953,2021
2021-04-04,United,1969,2021
2021-04-11,United,1910,2021
2021-04-18,United,1864,2021
2021-04-25,United,1850,2021
2021-05-02,United,1837,2021
2021-05-09,United,1953,2021
2021-05-16,United,2020,2021
2021-05-23,United,2205,2021
2021-05-30,United,2254,2021
2021-06-06,United,2448,2021
2021-06-13,United,2538,2021
2021-06-20,United,2579,2021
2021-06-27,United,2592,2021
2021-07-04,United,2717,2021
2021-07-11,United,2997,2021
2021-07-18,United,3015,2021
2021-07-25,United,3027,2021
2021-08-01,United,3040,2021
2021-08-08,United,3147,2021
2021-08-15,United,3149,2021
2021-08-22,United,3146,2021
2021-08-29,United,3151,2021
2021-09-05,United,3135,2021
2021-09-12,United,3346,2021
2021-09-19,United,3421,2021
2021-09-26,United,3413,2021
2021-10-03,United,3365,2021
2021-10-10,United,3656,2021
2021-10-17,United,3718,2021
2021-10-24,United,3728,2021
2021-10-31,United,3680,2021
2021-11-07,United,3636,2021
2021-11-14,United,3657,2021
2021-11-21,United,3721,2021
2021-11-28,United,3539,2021
2021-12-05,United,3708,2021
2021-12-12,United,3710,2021
2021-12-19,United,3756,2021
2021-12-26,United,3702,2021
2022-01-02,United,3716,2022
2022-01-09,United,3658,2022
2022-01-16,United,3484,2022
2022-01-23,United,3356,2022
2022-01-30,United,3355,2022
2022-02-06,United,3454,2022
2022-02-13,United,3587,2022
2022-02-20,United,3673,2022
2022-02-27,United,3667,2022
2022-03-06,United,3658,2022
2022-03-13,United,3681,2022
2022-03-20,United,3676,2022
2022-03-27,United,3676,2022
2022-04-03,United,3717,2022
2022-04-10,United,3732,2022
2022-04-17,United,3754,2022
2022-04-24,United,3747,2022
2022-05-01,United,3765,2022
2022-05-08,United,3979,2022
2022-05-15,United,4123,2022
2022-05-22,United,4134,2022
2022-05-29,United,4132,2022
2022-06-05,United,4102,2022
2022-06-12,United,4127,2022
2022-06-19,United,4135,2022
2022-06-26,United,4135,2022
2022-07-03,United,4100,2022
2022-07-10,United,4058,2022
2022-07-17,United,4095,2022
2022-07-24,United,4068,2022
2022-07-31,United,4071,2022
2022-08-07,United,4070,2022
2022-08-14,United,4062,2022
2022-08-21,United,4100,2022
2022-08-28,United,4086,2022
2022-09-04,United,4015,2022
2022-09-11,United,4071,2022
2022-09-18,United,3896,2022
2022-09-25,United,3572,2022
2022-10-02,United,4223,2022
2022-10-09,United,4287,2022
2022-10-16,United,4287,2022
2022-10-23,United,4290,2022
2022-10-30,United,4292,2022
2022-11-06,United,4280,2022
2022-11-13,United,4249,2022
2022-11-20,United,4284,2022
2022-11-27,United,4119,2022
2022-12-04,United,4414,2022
2022-12-11,United,4475,2022
2022-12-18,United,4517,2022
2022-12-25,United,4438,2022
2023-01-01,United,4346,2023
2023-01-08,United,4216,2023
2023-01-15,United,4167,2023
2023-01-22,United,4159,2023
2023-01-29,United,4214,2023
2023-02-05,United,4214,2023
2023-02-12,United,4301,2023
2023-02-19,United,4420,2023
2023-02-26,United,4410,2023
2023-03-05,United,4473,2023
2023-03-12,United,4624,2023
2023-03-19,United,4630,2023
2023-03-26,United,4617,2023
2023-04-02,United,4589,2023
2023-04-09,United,4594,2023
2023-04-16,United,4594,2023
2023-04-23,United,4588,2023
2023-04-30,United,4582,2023
2023-05-07,United,4723,2023
2023-05-14,United,4847,2023
2023-05-21,United,4834,2023
2023-05-28,United,4830,2023
2023-06-04,United,4772,2023
2023-06-11,United,4820,2023
2023-06-18,United,4795,2023
2023-06-25,United,4808,2023
2023-07-02,United,4849,2023
2023-07-09,United,4642,2023
2023-07-16,United,4929,2023
2023-07-23,United,4948,2023
2023-07-30,United,4962,2023
2023-08-06,United,5077,2023
2023-08-13,United,5000,2023
2023-08-20,United,5006,2023
2023-08-27,United,4999,2023
2023-09-03,United,4933,2023
2023-09-10,United,4967,2023
2023-09-17,United,4959,2023
2023-09-24,United,4945,2023
2023-10-01,United,5010,2023
2023-10-08,United,5062,2023
2023-10-15,United,5063,2023
2023-10-22,United,5053,2023
2023-10-29,United,4987,2023
2023-11-05,United,4448,2023
2023-11-12,United,4412,2023
2023-11-19,United,4435,2023
2023-11-26,United,4171,2023
2023-12-03,United,4448,2023
2023-12-10,United,4435,2023
2023-12-17,United,4393,2023
2023-12-24,United,4268,2023
2023-12-31,United,4192,2023
2024-01-07,United,4261,2024
2024-01-14,United,4246,2024
2024-01-21,United,4266,2024
2024-01-28,United,4275,2024
2024-02-04,United,4302,2024
2024-02-11,United,4325,2024
2024-02-18,United,4428,2024
2024-02-25,United,4553,2024
2024-03-03,United,4559,2024
2024-03-10,United,4685,2024
2024-03-17,United,4754,2024
2024-03-24,United,4754,2024
2024-03-31,United,4746,2024
2024-04-07,United,4730,2024
2024-04-14,United,4734,2024
2024-04-21,United,4708,2024
2024-04-28,United,4711,2024
2024-05-05,United,4798,2024
2024-05-12,United,4837,2024
2024-05-19,United,4836,2024
2024-05-26,United,4723,2024
2024-06-02,United,4765,2024
2024-06-09,United,4770,2024
2024-06-16,United,4778,2024
2024-06-23,United,4773,2024
2024-06-30,United,4770,2024
2024-07-07,United,4703,2024
2024-07-14,United,4805,2024
2024-07-21,United,4827,2024
2024-07-28,United,4815,2024
2024-08-04,United,2074,2024
